MaSanPham,Thang,TonDauKy,Nhap,Xuat,HaoHut,TonCuoiKy
SP0047,2025-04,310.0,161.0,157.0,1.0,313.0
SP0048,2025-04,327.0,256.0,232.0,2.0,349.0
SP0049,2025-04,139.0,14.0,0.0,0.0,153.0
SP0050,2025-04,0.19,0.01,0.0,0.0,0.2
SP0051,2025-04,444.0,54.0,21.0,0.0,477.0
SP0052,2025-04,409.0,188.0,171.0,2.0,424.0
SP0053,2025-04,484.0,318.0,289.0,4.0,509.0
SP0054,2025-04,543.0,20.0,8.0,0.0,555.0
SP9506,2025-04,552.0,23.0,10.0,0.0,565.0
SP0056,2025-04,422.0,204.0,197.0,2.0,427.0
,2025-04,263.0,14.0,1.0,0.0,276.0
SP0058,2025-04,518000.0,49000.0,24000.0,0.0,543000.0
SP0059,2025-04,417.0,2.0,0.0,0.0,419.0
,2025-04,532.0,58.0,30.0,0.0,560.0
SP0061,2025-04,548.0,205.0,183.0,2.0,568.0
SP0062,2025-04,498.0,166.0,159.0,3.0,502.0
SP0063,2025-04,466.0,19.0,2.0,0.0,483.0
SP0064,2025-04,408.0,20.0,9.0,0.0,419.0
SP0065,2025-04,514.0,318.0,273.0,0.0,559.0
SP0066,2025-04,317.0,255.0,225.0,1.0,346.0
SP0067,2025-04,228.0,145.0,149.0,1.0,223.0
SP0068,2025-04,599.0,55.0,22.0,0.0,632.0
SP0069,2025-04,0.26,0.01,0.0,0.0,0.26
SP0070,2025-04,214.0,205.0,191.0,1.0,227.0
SP0071,2025-04,659.0,246.0,234.0,1.0,670.0
SP0072,2025-04,462.0,228.0,234.0,1.0,455.0
SP0073,2025-04,269.0,19.0,2.0,0.0,286.0
SP0074,2025-04,566.0,51.0,21.0,0.0,596.0
SP0075,2025-04,482.0,26.0,13.0,0.0,495.0
SP0076,2025-04,206.0,150.0,127.0,1.0,228.0
SP0077,2025-04,267.0,339.0,320.0,6.0,280.0
SP0078,2025-04,516.0,257.0,261.0,2.0,510.0
SP0079,2025-04,401.0,273.0,267.0,2.0,405.0
SP0080,2025-04,504.0,43.0,15.0,0.0,532.0
SP0081,2025-04,604.0,69.0,30.0,0.0,643.0
SP9504,2025-04,243.0,18.0,1.0,0.0,260.0
SP0083,2025-04,354.0,18.0,1.0,0.0,371.0
SP0084,2025-04,369.0,273.0,254.0,4.0,384.0
SP0085,2025-04,264.0,36.0,11.0,0.0,289.0
SP0086,2025-04,0.57,0.02,0.0,0.0,0.58
SP0087,2025-04,556.0,55.0,22.0,1.0,588.0
SP9500,2025-04,413.0,260.0,267.0,3.0,403.0
SP0089,2025-04,392.0,359.0,357.0,4.0,390.0
SP0090,2025-04,348.0,359.0,375.0,1.0,331.0
SP0091,2025-04,191.0,1.0,0.0,0.0,192.0
SP0092,2025-04,480.0,217.0,205.0,0.0,492.0
SP0093,2025-04,496.0,154.0,158.0,1.0,491.0
SP0094,2025-04,611.0,31.0,18.0,1.0,623.0
SP0095,2025-04,302.0,254.0,256.0,4.0,296.0
SP0096,2025-04,573.0,148.0,151.0,0.0,570.0
SP0097,2025-04,510.0,261.0,226.0,3.0,542.0
SP0098,2025-04,637.0,52.0,19.0,1.0,669.0
SP0099,2025-04,292.0,272.0,256.0,3.0,305.0
SP0100,2025-04,360.0,20.0,6.0,0.0,374.0
SP0101,2025-04,344.0,244.0,247.0,1.0,340.0
SP0102,2025-04,404.0,27.0,15.0,0.0,416.0
SP0103,2025-04,399.0,292.0,248.0,4.0,439.0
SP0104,2025-04,383.0,334.0,284.0,2.0,431.0
SP0105,2025-04,639.0,43.0,20.0,0.0,662.0
SP0106,2025-04,414.0,198.0,203.0,3.0,406.0
SP0107,2025-04,322.0,338.0,290.0,1.0,369.0
SP0108,2025-04,160.0,314.0,318.0,3.0,153.0
SP0109,2025-04,517.0,69.0,31.0,0.0,555.0
SP0110,2025-04,499.0,146.0,128.0,1.0,516.0
SP0111,2025-04,0.45,0.03,0.01,0.0,0.46
SP0112,2025-04,396.0,142.0,128.0,1.0,409.0
SP0113,2025-04,278.0,182.0,169.0,1.0,290.0
SP0114,2025-04,325.0,324.0,279.0,3.0,367.0
SP0115,2025-04,506.0,295.0,280.0,2.0,519.0
SP0116,2025-04,225.0,189.0,175.0,1.0,238.0
SP0117,2025-04,197.0,338.0,289.0,2.0,244.0
SP0118,2025-04,305000.0,290000.0,289000.0,1000.0,305000.0
SP0119,2025-04,0.51,0.01,0.0,0.0,0.53
SP0120,2025-04,469.0,347.0,315.0,1.0,500.0
SP0121,2025-04,283.0,267.0,278.0,2.0,270.0
SP0122,2025-04,610.0,28.0,12.0,0.0,626.0
SP0123,2025-04,257.0,230.0,220.0,3.0,264.0
SP0124,2025-04,391.0,356.0,365.0,7.0,375.0
SP0125,2025-04,471.0,50.0,23.0,1.0,497.0
SP0126,2025-04,481000.0,11000.0,0.0,0.0,492000.0
SP0127,2025-04,555.0,151.0,145.0,1.0,560.0
SP0128,2025-04,227.0,17.0,0.0,0.0,244.0
SP0129,2025-04,557.0,325.0,299.0,2.0,581.0
SP0130,2025-04,483.0,308.0,272.0,5.0,514.0
SP0131,2025-04,288.0,333.0,340.0,1.0,280.0
SP0132,2025-04,130.0,1.0,0.0,0.0,131.0
SP0133,2025-04,235.0,210.0,210.0,3.0,232.0
SP0134,2025-04,226.0,251.0,243.0,2.0,232.0
SP0135,2025-04,529.0,269.0,260.0,0.0,538.0
SP0136,2025-04,252.0,282.0,258.0,1.0,275.0
,2025-04,287.0,326.0,328.0,0.0,285.0
SP0138,2025-04,272.0,296.0,266.0,1.0,301.0
SP0139,2025-04,179.0,287.0,252.0,4.0,210.0
SP0140,2025-04,228.0,339.0,343.0,3.0,221.0
SP0141,2025-04,377.0,280.0,283.0,4.0,370.0
SP0142,2025-04,541.0,358.0,313.0,2.0,584.0
SP0143,2025-04,0.56,0.2,0.21,0.0,0.56
SP0144,2025-04,272.0,189.0,184.0,2.0,275.0
SP0145,2025-04,301.0,25.0,8.0,0.0,318.0
SP0146,2025-04,284.0,166.0,150.0,1.0,299.0
SP0147,2025-04,459.0,30.0,15.0,0.0,474.0
SP0148,2025-04,596.0,245.0,254.0,1.0,586.0
SP0149,2025-04,503.0,270.0,262.0,0.0,511.0
SP0150,2025-04,349.0,350.0,335.0,2.0,362.0
SP0151,2025-04,208.0,241.0,210.0,3.0,236.0
SP0152,2025-04,233.0,189.0,196.0,3.0,223.0
SP0153,2025-04,327.0,277.0,271.0,3.0,330.0
SP0154,2025-04,0.23,0.35,0.32,0.0,0.25
SP0155,2025-04,448000.0,260000.0,226000.0,3000.0,479000.0
SP0156,2025-04,570.0,359.0,375.0,5.0,549.0
SP0157,2025-04,384.0,137.0,142.0,1.0,378.0
SP0158,2025-04,416000.0,152000.0,132000.0,2000.0,434000.0
SP0159,2025-04,315.0,299.0,292.0,1.0,321.0
SP0160,2025-04,766.0,66.0,20.0,1.0,811.0
SP9500,2025-04,359.0,323.0,304.0,2.0,376.0
SP0162,2025-04,0.35,0.06,0.03,0.0,0.38
SP0163,2025-04,135.0,158.0,163.0,1.0,129.0
SP0164,2025-04,220.0,170.0,154.0,0.0,236.0
SP0165,2025-04,527.0,30.0,12.0,0.0,545.0
SP0166,2025-04,190.0,5.0,0.0,0.0,195.0
SP0167,2025-04,392.0,241.0,236.0,1.0,396.0
SP0168,2025-04,473.0,321.0,286.0,1.0,507.0
SP0169,2025-04,473.0,25.0,10.0,0.0,488.0
SP0170,2025-04,381000.0,34000.0,11000.0,1000.0,403000.0
SP0171,2025-04,433.0,278.0,247.0,2.0,462.0
SP0172,2025-04,516.0,333.0,338.0,1.0,510.0
SP0173,2025-04,567.0,262.0,259.0,3.0,567.0
SP9505,2025-04,614.0,277.0,289.0,1.0,601.0
SP0175,2025-04,267000.0,307000.0,311000.0,1000.0,262000.0
SP0176,2025-04,395.0,168.0,158.0,3.0,402.0
SP0177,2025-04,511.0,307.0,274.0,2.0,542.0
SP0178,2025-04,568.0,64.0,30.0,1.0,601.0
SP0179,2025-04,426.0,174.0,181.0,1.0,418.0
SP0180,2025-04,522.0,215.0,204.0,1.0,532.0
SP0181,2025-04,648.0,39.0,18.0,0.0,669.0
SP0182,2025-04,427.0,56.0,33.0,0.0,450.0
SP0183,2025-04,585.0,211.0,207.0,3.0,586.0
SP0184,2025-04,0.14,0.22,0.22,0.0,0.14
SP0185,2025-04,192.0,217.0,195.0,2.0,212.0
SP0186,2025-04,243.0,220.0,198.0,1.0,264.0
SP0187,2025-04,120.0,262.0,246.0,3.0,133.0
SP0188,2025-04,137.0,305.0,275.0,2.0,165.0
SP0189,2025-04,555.0,287.0,286.0,1.0,555.0
SP0190,2025-04,293.0,298.0,277.0,2.0,312.0
SP0191,2025-04,630.0,174.0,182.0,0.0,622.0
SP0192,2025-04,272.0,341.0,297.0,1.0,315.0
SP0193,2025-04,583.0,312.0,308.0,2.0,585.0
SP0194,2025-04,0.27,0.24,0.22,0.0,0.29
SP0195,2025-04,86.0,319.0,319.0,6.0,80.0
SP0196,2025-04,712.0,22.0,9.0,0.0,725.0
SP0197,2025-04,625000.0,351000.0,364000.0,1000.0,611000.0
SP0198,2025-04,562.0,41.0,19.0,0.0,584.0
SP0199,2025-04,632.0,55.0,29.0,1.0,657.0
SP0200,2025-04,344.0,171.0,157.0,1.0,357.0
SP0201,2025-04,215.0,272.0,274.0,1.0,212.0
SP0202,2025-04,559.0,153.0,158.0,0.0,554.0
SP0203,2025-04,183000.0,149000.0,127000.0,0.0,205000.0
SP0204,2025-04,0.45,0.02,0.0,0.0,0.46
SP0205,2025-04,241.0,334.0,311.0,2.0,262.0
SP0206,2025-04,373.0,161.0,159.0,1.0,374.0
SP0207,2025-04,504.0,263.0,272.0,2.0,493.0
SP0208,2025-04,271.0,256.0,234.0,3.0,290.0
SP0209,2025-04,408.0,179.0,168.0,3.0,416.0
SP0210,2025-04,127.0,276.0,240.0,1.0,162.0
SP0211,2025-04,281.0,327.0,300.0,2.0,306.0
SP0212,2025-04,280.0,15.0,1.0,0.0,294.0
SP0213,2025-04,431.0,259.0,220.0,2.0,468.0
SP0214,2025-04,294.0,311.0,284.0,1.0,320.0
SP0215,2025-04,138.0,184.0,187.0,2.0,133.0
SP0216,2025-04,0.36,0.21,0.19,0.0,0.38
SP0217,2025-04,280.0,185.0,189.0,1.0,275.0
SP0218,2025-04,323.0,229.0,195.0,3.0,354.0
SP0219,2025-04,374.0,322.0,307.0,4.0,385.0
SP0220,2025-04,371000.0,184000.0,170000.0,2000.0,383000.0
SP0001,2025-05,362.0,37.0,12.0,0.0,387.0
SP0002,2025-05,573.0,272.0,285.0,1.0,559.0
SP0003,2025-05,439.0,218.0,186.0,1.0,470.0
SP0004,2025-05,144.0,7.0,0.0,0.0,151.0
SP0005,2025-05,414.0,251.0,249.0,3.0,413.0
SP0006,2025-05,529.0,246.0,215.0,1.0,559.0
SP0007,2025-05,0.42,0.31,0.31,0.0,0.4
SP0008,2025-05,537.0,196.0,180.0,1.0,552.0
SP0009,2025-05,535.0,350.0,330.0,2.0,553.0
SP0010,2025-05,201.0,237.0,241.0,0.0,197.0
SP0011,2025-05,577.0,188.0,168.0,2.0,595.0
SP0012,2025-05,293.0,155.0,148.0,3.0,297.0
SP0013,2025-05,520.0,59.0,31.0,1.0,547.0
SP0014,2025-05,548.0,364.0,319.0,1.0,592.0
SP0015,2025-05,322.0,3.0,0.0,0.0,325.0
SP0016,2025-05,331.0,305.0,282.0,1.0,353.0
SP0017,2025-05,546.0,305.0,271.0,2.0,578.0
SP9504,2025-05,401.0,64.0,28.0,0.0,437.0
SP0019,2025-05,590.0,202.0,185.0,3.0,604.0
SP0020,2025-05,519.0,5.0,0.0,0.0,524.0
SP0021,2025-05,500.0,326.0,290.0,3.0,533.0
SP0022,2025-05,519.0,14.0,0.0,0.0,533.0
SP0023,2025-05,210.0,336.0,333.0,3.0,210.0
SP0024,2025-05,459.0,41.0,14.0,1.0,485.0
,2025-05,0.23,0.15,0.14,0.0,0.25
SP0026,2025-05,121.0,3.0,0.0,0.0,124.0
SP0027,2025-05,565.0,170.0,149.0,2.0,584.0
SP0028,2025-05,268.0,180.0,157.0,1.0,290.0
SP0029,2025-05,345.0,16.0,2.0,0.0,359.0
SP0030,2025-05,238000.0,359000.0,325000.0,0.0,272000.0
SP9505,2025-05,443.0,376.0,340.0,2.0,477.0
SP0032,2025-05,739.0,43.0,14.0,0.0,768.0
SP0033,2025-05,391.0,156.0,141.0,3.0,403.0
SP0034,2025-05,615.0,178.0,176.0,2.0,615.0
SP0035,2025-05,277.0,231.0,223.0,0.0,285.0
,2025-05,357.0,19.0,1.0,0.0,375.0
SP0037,2025-05,375000.0,146000.0,131000.0,2000.0,388000.0
,2025-05,450.0,211.0,193.0,0.0,468.0
SP0039,2025-05,285.0,14.0,1.0,0.0,298.0
SP0040,2025-05,699.0,41.0,13.0,1.0,726.0
SP0041,2025-05,288.0,336.0,294.0,1.0,329.0
SP0042,2025-05,409.0,242.0,239.0,2.0,410.0
SP0043,2025-05,593.0,149.0,150.0,1.0,591.0
SP0044,2025-05,516.0,161.0,156.0,0.0,521.0
SP0045,2025-05,286.0,295.0,291.0,2.0,288.0
SP0046,2025-05,214.0,157.0,139.0,1.0,231.0
SP0047,2025-05,313.0,241.0,223.0,3.0,328.0
SP0048,2025-05,349.0,255.0,227.0,1.0,376.0
SP0049,2025-05,153.0,1.0,0.0,0.0,154.0
SP0050,2025-05,198.0,13.0,0.0,0.0,211.0
SP0051,2025-05,477.0,74.0,34.0,1.0,516.0
SP0052,2025-05,424.0,269.0,240.0,1.0,452.0
SP0053,2025-05,509.0,255.0,237.0,4.0,523.0
SP0054,2025-05,555.0,75.0,30.0,1.0,599.0
SP0055,2025-05,565.0,71.0,24.0,1.0,611.0
SP0056,2025-05,427.0,248.0,223.0,1.0,451.0
SP0057,2025-05,276.0,19.0,2.0,0.0,293.0
SP0058,2025-05,543.0,27.0,11.0,0.0,559.0
SP0059,2025-05,419.0,14.0,0.0,0.0,433.0
,2025-05,560.0,50.0,18.0,0.0,592.0
SP0061,2025-05,568.0,284.0,295.0,2.0,555.0
SP0062,2025-05,502.0,181.0,170.0,3.0,510.0
SP0063,2025-05,483.0,7.0,0.0,0.0,490.0
SP0064,2025-05,419.0,30.0,17.0,0.0,432.0
SP0065,2025-05,559.0,297.0,273.0,1.0,582.0
SP0066,2025-05,346.0,339.0,289.0,0.0,396.0
SP0067,2025-05,223.0,239.0,215.0,2.0,245.0
SP0068,2025-05,632.0,22.0,12.0,0.0,642.0
SP0069,2025-05,264.0,7.0,0.0,0.0,271.0
SP0070,2025-05,227.0,224.0,203.0,3.0,245.0
SP0071,2025-05,670.0,354.0,342.0,0.0,682.0
SP0072,2025-05,455.0,373.0,339.0,1.0,488.0
SP0073,2025-05,286.0,15.0,0.0,0.0,301.0
SP0074,2025-05,596.0,33.0,14.0,0.0,615.0
SP0075,2025-05,495.0,27.0,10.0,0.0,512.0
SP0076,2025-05,228.0,272.0,259.0,3.0,238.0
SP0077,2025-05,280.0,211.0,216.0,3.0,272.0
SP0078,2025-05,510.0,210.0,207.0,1.0,512.0
SP0079,2025-05,405.0,145.0,131.0,1.0,418.0
SP0080,2025-05,532.0,44.0,23.0,0.0,553.0
SP0081,2025-05,643.0,37.0,19.0,0.0,661.0
SP0082,2025-05,260.0,9.0,1.0,0.0,268.0
SP9507,2025-05,371000.0,0.0,0.0,0.0,371000.0
SP0084,2025-05,384.0,197.0,197.0,3.0,381.0
SP0085,2025-05,289.0,42.0,14.0,0.0,317.0
SP0086,2025-05,585.0,4.0,0.0,0.0,589.0
SP0087,2025-05,588.0,21.0,12.0,0.0,597.0
SP9500,2025-05,403.0,165.0,151.0,2.0,415.0
SP0089,2025-05,390.0,158.0,144.0,2.0,402.0
SP0090,2025-05,331.0,376.0,390.0,1.0,316.0
SP0091,2025-05,192.0,16.0,0.0,0.0,208.0
SP0092,2025-05,492.0,349.0,335.0,1.0,505.0
SP0093,2025-05,491.0,247.0,231.0,0.0,507.0
SP0094,2025-05,623.0,36.0,14.0,0.0,645.0
SP0095,2025-05,296.0,236.0,245.0,4.0,283.0
SP0096,2025-05,570.0,198.0,198.0,1.0,569.0
SP0097,2025-05,542000.0,168000.0,163000.0,3000.0,544000.0
SP0098,2025-05,669.0,63.0,31.0,1.0,700.0
SP0099,2025-05,305.0,169.0,152.0,2.0,320.0
SP0100,2025-05,374.0,55.0,29.0,1.0,399.0
SP0101,2025-05,340.0,220.0,193.0,1.0,366.0
SP0102,2025-05,416.0,62.0,27.0,0.0,451.0
SP0103,2025-05,439.0,189.0,185.0,1.0,442.0
SP0104,2025-05,431.0,199.0,170.0,1.0,459.0
SP0105,2025-05,662.0,62.0,34.0,0.0,690.0
SP0106,2025-05,406.0,353.0,318.0,6.0,435.0
SP0107,2025-05,369.0,339.0,294.0,1.0,413.0
SP0108,2025-05,153.0,257.0,224.0,3.0,183.0
SP0109,2025-05,555.0,30.0,17.0,0.0,568.0
SP0110,2025-05,516.0,191.0,181.0,1.0,525.0
SP9503,2025-05,462.0,32.0,13.0,0.0,481.0
SP0112,2025-05,409.0,324.0,305.0,3.0,425.0
SP0113,2025-05,290.0,363.0,334.0,5.0,314.0
SP0114,2025-05,367.0,175.0,169.0,1.0,372.0
SP0115,2025-05,519.0,165.0,142.0,2.0,540.0
SP0116,2025-05,238000.0,280000.0,280000.0,1000.0,237000.0
SP0117,2025-05,244.0,323.0,279.0,1.0,287.0
SP0118,2025-05,305.0,209.0,197.0,1.0,316.0
SP0119,2025-05,528.0,4.0,0.0,0.0,532.0
SP0120,2025-05,500.0,351.0,338.0,3.0,510.0
SP0121,2025-05,270000.0,258000.0,268000.0,3000.0,257000.0
SP0122,2025-05,626000.0,36000.0,18000.0,0.0,644000.0
SP0123,2025-05,264.0,306.0,293.0,5.0,272.0
SP0124,2025-05,375.0,257.0,258.0,4.0,370.0
SP0125,2025-05,497.0,32.0,11.0,0.0,518.0
SP0126,2025-05,492.0,5.0,0.0,0.0,497.0
SP0127,2025-05,560.0,307.0,277.0,1.0,589.0
SP0128,2025-05,244.0,13.0,1.0,0.0,256.0
SP0129,2025-05,581.0,300.0,270.0,2.0,609.0
SP0130,2025-05,514.0,379.0,330.0,5.0,558.0
SP0131,2025-05,280.0,245.0,250.0,1.0,274.0
SP0132,2025-05,131.0,9.0,0.0,0.0,140.0
SP0133,2025-05,232.0,267.0,246.0,3.0,250.0
SP0134,2025-05,232000.0,224000.0,215000.0,2000.0,239000.0
SP0135,2025-05,538.0,369.0,365.0,0.0,542.0
SP0136,2025-05,275.0,353.0,335.0,1.0,292.0
SP0137,2025-05,285.0,329.0,335.0,1.0,278.0
SP0138,2025-05,301.0,350.0,334.0,2.0,315.0
SP0139,2025-05,210.0,360.0,346.0,7.0,217.0
SP0140,2025-05,221.0,204.0,180.0,1.0,244.0
SP0141,2025-05,370.0,317.0,288.0,5.0,394.0
SP0142,2025-05,584.0,150.0,151.0,0.0,583.0
SP0143,2025-05,556.0,371.0,323.0,6.0,598.0
SP0144,2025-05,275.0,271.0,274.0,3.0,269.0
SP0145,2025-05,318.0,38.0,13.0,1.0,342.0
SP0146,2025-05,299.0,202.0,200.0,1.0,300.0
SP0147,2025-05,474.0,33.0,15.0,0.0,492.0
SP0148,2025-05,586.0,168.0,164.0,1.0,589.0
SP0149,2025-05,511.0,204.0,182.0,1.0,532.0
SP0150,2025-05,362.0,159.0,164.0,1.0,356.0
SP0151,2025-05,236.0,181.0,187.0,2.0,228.0
SP0152,2025-05,223.0,258.0,229.0,4.0,248.0
SP0153,2025-05,330.0,351.0,314.0,4.0,363.0
SP0154,2025-05,252.0,236.0,220.0,2.0,266.0
SP0155,2025-05,479.0,257.0,260.0,3.0,473.0
SP0156,2025-05,549.0,150.0,155.0,1.0,543.0
SP0157,2025-05,378.0,149.0,145.0,2.0,380.0
SP0158,2025-05,434.0,321.0,312.0,1.0,442.0
SP0159,2025-05,321000.0,358000.0,353000.0,2000.0,324000.0
SP0160,2025-05,811.0,33.0,16.0,0.0,828.0
SP0161,2025-05,376.0,277.0,253.0,4.0,396.0
SP0162,2025-05,385.0,44.0,14.0,0.0,415.0
SP0163,2025-05,0.13,0.34,0.34,0.0,0.13
SP0164,2025-05,236.0,244.0,227.0,1.0,252.0
SP0165,2025-05,545.0,66.0,32.0,0.0,579.0
SP0166,2025-05,195.0,10.0,1.0,0.0,204.0
SP0167,2025-05,396.0,280.0,277.0,2.0,397.0
SP0168,2025-05,507.0,186.0,187.0,1.0,505.0
SP0169,2025-05,488.0,19.0,8.0,0.0,499.0
SP0170,2025-05,403.0,47.0,24.0,0.0,426.0
SP0171,2025-05,462.0,308.0,274.0,1.0,495.0
SP0172,2025-05,510.0,168.0,172.0,0.0,506.0
SP0173,2025-05,567.0,158.0,146.0,1.0,578.0
SP0174,2025-05,601.0,149.0,128.0,0.0,622.0
SP0175,2025-05,0.26,0.27,0.26,0.0,0.27
SP0176,2025-05,402.0,330.0,316.0,2.0,414.0
,2025-05,542.0,334.0,325.0,4.0,547.0
SP0178,2025-05,601.0,53.0,20.0,0.0,634.0
SP0179,2025-05,418.0,324.0,279.0,3.0,460.0
SP0180,2025-05,532.0,188.0,170.0,0.0,550.0
SP0181,2025-05,669.0,67.0,25.0,0.0,711.0
SP0182,2025-05,450.0,50.0,16.0,0.0,484.0
SP0183,2025-05,586.0,250.0,241.0,4.0,591.0
SP0184,2025-05,135.0,364.0,310.0,5.0,184.0
SP0185,2025-05,212.0,227.0,224.0,1.0,214.0
SP0186,2025-05,264.0,276.0,282.0,1.0,257.0
SP0187,2025-05,133.0,369.0,335.0,3.0,164.0
SP0188,2025-05,165.0,208.0,205.0,3.0,165.0
SP0189,2025-05,0.56,0.3,0.29,0.0,0.56
SP0190,2025-05,312.0,221.0,188.0,1.0,344.0
SP0191,2025-05,622000.0,352000.0,342000.0,2000.0,630000.0
SP0192,2025-05,0.32,0.28,0.27,0.0,0.32
SP0193,2025-05,585.0,353.0,332.0,2.0,604.0
SP0194,2025-05,287.0,345.0,311.0,7.0,314.0
SP0195,2025-05,80.0,262.0,252.0,2.0,88.0
SP0196,2025-05,725.0,72.0,25.0,1.0,771.0
SP0197,2025-05,0.61,0.23,0.22,0.0,0.62
SP0198,2025-05,584.0,44.0,17.0,0.0,611.0
SP0199,2025-05,657.0,49.0,22.0,0.0,684.0
SP0200,2025-05,357.0,151.0,130.0,0.0,378.0
SP0201,2025-05,212.0,370.0,373.0,1.0,208.0
SP0202,2025-05,554.0,187.0,186.0,0.0,555.0
SP0203,2025-05,205.0,222.0,229.0,1.0,197.0
SP0204,2025-05,463.0,26.0,15.0,0.0,474.0
SP0205,2025-05,262.0,169.0,160.0,1.0,270.0
SP0206,2025-05,374.0,175.0,164.0,1.0,384.0
SP0207,2025-05,493.0,238.0,221.0,2.0,508.0
SP0208,2025-05,290.0,207.0,196.0,2.0,299.0
SP0209,2025-05,416.0,182.0,186.0,2.0,410.0
SP0210,2025-05,162.0,285.0,288.0,2.0,157.0
SP0211,2025-05,306.0,192.0,186.0,2.0,310.0
SP0212,2025-05,294.0,2.0,0.0,0.0,296.0
SP0213,2025-05,468.0,346.0,335.0,2.0,477.0
SP0214,2025-05,320.0,348.0,358.0,1.0,309.0
SP0215,2025-05,133.0,311.0,299.0,2.0,143.0
SP0216,2025-05,376.0,300.0,303.0,4.0,369.0
SP0217,2025-05,275.0,269.0,266.0,2.0,276.0
SP0218,2025-05,354.0,329.0,317.0,3.0,363.0
SP0219,2025-05,385.0,324.0,280.0,4.0,425.0
SP0220,2025-05,383.0,352.0,350.0,1.0,384.0
SP0001,2025-06,387000.0,40000.0,21000.0,0.0,406000.0
SP0002,2025-06,559.0,215.0,219.0,1.0,554.0
SP0003,2025-06,470.0,204.0,185.0,2.0,487.0
SP0004,2025-06,0.15,0.01,0.0,0.0,0.16
SP0005,2025-06,413.0,151.0,130.0,1.0,433.0
SP0006,2025-06,559.0,325.0,278.0,1.0,605.0
SP0007,2025-06,405.0,246.0,248.0,3.0,400.0
SP0008,2025-06,552.0,167.0,146.0,0.0,573.0
SP0009,2025-06,553.0,166.0,161.0,0.0,558.0
SP0010,2025-06,197.0,155.0,131.0,1.0,220.0
SP0011,2025-06,595.0,184.0,175.0,1.0,603.0
SP0012,2025-06,297.0,305.0,261.0,4.0,337.0
SP0013,2025-06,547.0,57.0,20.0,0.0,584.0
SP0014,2025-06,592.0,288.0,276.0,1.0,603.0
SP0015,2025-06,325.0,7.0,0.0,0.0,332.0
SP0016,2025-06,353.0,313.0,325.0,0.0,341.0
SP0017,2025-06,578.0,155.0,133.0,1.0,599.0
SP0018,2025-06,437.0,70.0,30.0,0.0,477.0
SP0019,2025-06,604.0,362.0,347.0,3.0,616.0
SP0020,2025-06,524.0,1.0,0.0,0.0,525.0
SP0021,2025-06,533.0,373.0,337.0,2.0,567.0
SP0022,2025-06,533000.0,3000.0,0.0,0.0,536000.0
SP0023,2025-06,210.0,221.0,224.0,1.0,206.0
SP0024,2025-06,485.0,72.0,34.0,1.0,522.0
SP0025,2025-06,248.0,240.0,213.0,2.0,273.0
SP0026,2025-06,124.0,6.0,0.0,0.0,130.0
SP0027,2025-06,584.0,192.0,171.0,1.0,604.0
SP0028,2025-06,290.0,247.0,256.0,1.0,280.0
SP0029,2025-06,359.0,16.0,0.0,0.0,375.0
SP0030,2025-06,272.0,200.0,203.0,0.0,269.0
SP0031,2025-06,477.0,351.0,342.0,3.0,483.0
SP0032,2025-06,768.0,31.0,12.0,0.0,787.0
SP0033,2025-06,403.0,250.0,249.0,1.0,403.0
SP0034,2025-06,615.0,325.0,318.0,1.0,621.0
SP0035,2025-06,285.0,158.0,142.0,0.0,301.0
SP0036,2025-06,375.0,4.0,0.0,0.0,379.0
SP0037,2025-06,388.0,243.0,239.0,3.0,389.0
SP0038,2025-06,468.0,182.0,185.0,0.0,465.0
SP0039,2025-06,298.0,17.0,1.0,0.0,314.0
SP0040,2025-06,726.0,38.0,16.0,0.0,748.0
SP0041,2025-06,329000.0,165000.0,169000.0,0.0,325000.0
SP0042,2025-06,410.0,329.0,329.0,6.0,404.0
SP0043,2025-06,591.0,368.0,333.0,0.0,626.0
SP0044,2025-06,521.0,337.0,338.0,1.0,519.0
SP0045,2025-06,288.0,220.0,189.0,1.0,318.0
SP0046,2025-06,231.0,190.0,168.0,1.0,252.0
SP0047,2025-06,328.0,365.0,324.0,3.0,366.0
SP0048,2025-06,376.0,385.0,391.0,2.0,368.0
SP0049,2025-06,154.0,10.0,0.0,0.0,164.0
SP0050,2025-06,211.0,6.0,0.0,0.0,217.0
SP0051,2025-06,516000.0,69000.0,23000.0,1000.0,561000.0
SP0052,2025-06,452.0,214.0,218.0,2.0,446.0
SP0053,2025-06,523.0,325.0,297.0,3.0,548.0
SP0054,2025-06,599.0,61.0,33.0,0.0,627.0
SP0055,2025-06,0.61,0.06,0.03,0.0,0.64
SP0056,2025-06,0.45,0.3,0.29,0.0,0.46
SP0057,2025-06,293.0,7.0,0.0,0.0,300.0
SP0058,2025-06,559.0,48.0,14.0,0.0,593.0
SP0059,2025-06,433.0,5.0,0.0,0.0,438.0
SP0060,2025-06,592.0,31.0,12.0,0.0,611.0
SP0061,2025-06,0.56,0.31,0.3,0.0,0.56
SP0062,2025-06,510.0,348.0,313.0,6.0,539.0
SP0063,2025-06,490.0,7.0,0.0,0.0,497.0
SP0064,2025-06,432.0,51.0,20.0,1.0,462.0
SP0065,2025-06,582.0,342.0,295.0,2.0,627.0
SP0066,2025-06,396.0,186.0,183.0,1.0,398.0
SP0067,2025-06,245.0,281.0,272.0,3.0,251.0
SP9504,2025-06,642.0,26.0,8.0,0.0,660.0
