MaChiTiet,MaDonHang,MaSanPham,SoLuong,GiaBanThucTe,ChietKhau
CT0009094,DH003706,SP0074,277,1255000.0,0.0
CT0009095,DH003706,SP0051,277,333000.0,0.15
CT0009096,DH003706,SP0218,122,193000.0,0.1
CT0009097,DH000720,SP0146,7,134000.0,0.0
CT0009098,DH008847,SP0044,340,1422000.0,0.1
CT0009099,DH008847,SP0132,332,493000.0,0.1
CT0009100,DH008847,SP0212,108,306000.0,0.0
CT0009101,DH008847,SP0191,276,47000.0,0.05
CT0009102,DH008847,SP0198,144,23000.0,0.15
CT0009103,DH008847,SP0039,209,19000.0,0.05
CT0009104,DH001744,SP0076,240,112000.0,0.15
CT0009105,DH001744,SP0014,202,763000.0,0.0
CT0009106,DH001744,SP0045,160,232000.0,0.05
CT0009107,DH002234,SP0005,139,274000.0,0.0
CT0009108,DH002234,SP0099,221,254000.0,0.1
CT0009109,DH002234,SP0072,359,719000.0,0.0
CT0009110,DH002234,SP0139,281,257000.0,0.1
CT0009111,DH002234,SP0021,253,46000.0,0.0
CT0009112,DH002234,SP0053,159,288000.0,0.15
CT0009113,DH010863,SP0034,191,236900.0,0.1
CT0009114,DH010863,SP0060,182,20100.0,0.0
CT0009115,DH010863,SP0084,142,153400.0,0.1
CT0009116,DH010863,SP0199,153,154300.0,0.1
CT0009117,DH010863,SP0012,343,215700.0,0.0
CT0009118,DH004669,SP0213,87,33000.0,0.05
CT0009119,DH004669,SP0209,125,116200.0,0.1
CT0009120,DH004669,SP0205,276,420800.0,0.0
CT0009121,DH004669,SP0160,135,94900.0,0.1
CT0009122,DH004669,SP0100,98,227300.0,0.1
CT0009123,DH004669,SP0007,106,282800.0,0.1
CT0009124,DH004669,SP0101,150,333000.0,0.05
CT0009125,DH004669,SP0180,343,1367400.0,0.15
CT0009126,DH008758,SP0129,10,269000.0,0.0
CT0009127,DH008758,SP0176,8,172000.0,0.0
CT0009128,DH008758,SP0169,7,922000.0,0.05
CT0009129,DH000210,SP0175,212,26000.0,0.1
CT0009130,DH000210,SP0182,209,150000.0,0.1
CT0009131,DH000210,SP0207,279,26000.0,0.05
CT0009132,DH000210,SP0004,178,224000.0,0.1
CT0009133,DH000210,SP0050,115,786000.0,0.05
CT0009134,DH000210,SP0170,273,294000.0,0.1
CT0009135,DH000210,SP0032,370,243000.0,0.0
CT0009136,DH000210,SP0167,287,38000.0,0.1
CT0009137,DH007557,SP0210,3,25000.0,0.1
CT0009138,DH009457,SP0106,238,265000.0,0.0
CT0009139,DH009457,SP0076,242,112000.0,0.15
CT0009140,DH009457,SP0083,236,60000.0,0.0
CT0009141,DH009457,SP0073,275,135000.0,0.0
CT0009142,DH009457,SP0134,366,197000.0,0.15
CT0009143,DH009457,SP0214,81,50000.0,0.1
CT0009144,DH009457,SP0034,301,279000.0,0.1
CT0009145,DH009457,SP0118,146,242000.0,0.0
CT0009146,DH006967,SP0059,238,712000.0,0.0
CT0009147,DH006967,SP0103,100,271300.0,0.1
CT0009148,DH006967,SP0077,240,201600.0,0.0
CT0009149,DH006967,SP0080,338,221800.0,0.0
CT0009150,DH006967,SP0174,73,963300.0,0.15
CT0009151,DH006967,SP0115,247,29500.0,0.0
CT0009152,DH006967,SP0121,318,210700.0,0.0
CT0009153,DH006967,SP0042,221,235100.0,0.15
CT0009154,DH011076,SP0143,90,174000.0,0.15
CT0009155,DH011076,SP0046,201,34000.0,0.05
CT0009156,DH011076,SP0051,105,333000.0,0.05
CT0009157,DH001060,SP0037,228,202000.0,0.0
CT0009158,DH001060,SP0091,226,59000.0,0.0
CT0009159,DH001060,SP0132,341,493000.0,0.15
CT0009160,DH001060,,93,54000.0,0.05
CT0009161,DH001060,SP0140,374,295000.0,0.0
CT0009162,DH001060,SP0035,256,1000000.0,0.1
CT0009163,DH001060,SP0175,266,26000.0,0.0
CT0009164,DH001060,SP0170,158,294000.0,0.0
CT0009165,DH005644,,262,340000.0,0.0
CT0009166,DH005644,SP0024,99,104000.0,0.0
CT0009167,DH005644,SP0045,96,232000.0,0.15
CT0009168,DH005644,SP0139,352,257000.0,0.15
CT0009169,DH005644,,215,138000.0,0.0
CT0009170,DH005580,SP0079,108,27000.0,0.05
CT0009171,DH005580,SP0208,185,145000.0,0.0
CT0009172,DH005580,SP0114,335,109000.0,0.1
CT0009173,DH005580,SP0096,105,54000.0,0.05
CT0009174,DH005580,SP0109,67,1045000.0,0.0
CT0009175,DH005580,SP0193,209,150000.0,0.0
CT0009176,DH005580,SP0186,277,1126000.0,0.0
CT0009177,DH005580,SP0191,99,47000.0,0.05
CT0009178,DH006357,SP0168,142,27000.0,0.0
CT0009179,DH006357,SP0177,197,289000.0,0.1
CT0009180,DH006357,SP0042,131,226000.0,0.0
CT0009181,DH002184,SP0036,8,274000.0,0.1
CT0009182,DH002184,SP0002,2,33000.0,0.0
CT0009183,DH002184,SP0057,14,306000.0,0.15
CT0009184,DH001151,SP0114,8,87900.0,0.0
CT0009185,DH001151,SP0159,12,571200.0,0.15
CT0009186,DH001151,SP0170,9,306400.0,0.15
CT0009187,DH007371,SP0180,6,1328000.0,0.0
CT0009188,DH004701,SP0068,179,48000.0,0.1
CT0009189,DH004701,SP0009,203,521000.0,0.0
CT0009190,DH004701,SP0094,147,187000.0,0.0
CT0009191,DH004701,SP0093,242,1218000.0,0.0
CT0009192,DH002930,,9,21400.0,0.0
CT0009193,DH002930,SP0160,8,81000.0,0.0
CT0009194,DH002930,SP0132,4,456000.0,0.1
CT0009195,DH011825,SP0157,78,340000.0,0.0
CT0009196,DH011825,SP0113,179,216000.0,0.15
CT0009197,DH011825,SP0124,269,96000.0,0.1
CT0009198,DH011825,SP0202,146,478000.0,0.0
CT0009199,DH011812,SP0208,7,145000.0,0.0
CT0009200,DH011812,,4,1015000.0,0.0
CT0009201,DH011812,SP0081,6,40000.0,0.0
CT0009202,DH010736,SP0129,98,269000.0,0.0
CT0009203,DH010736,SP0186,244,1126000.0,0.1
CT0009204,DH010736,SP0116,262,714000.0,0.15
CT0009205,DH010736,SP0046,275,34000.0,0.15
CT0009206,DH010736,SP0216,262,101000.0,0.05
CT0009207,DH010736,SP0201,197,967000.0,0.0
CT0009208,DH010736,SP0204,136,1413000.0,0.15
CT0009209,DH010736,SP0148,143,47000.0,0.15
CT0009210,DH000792,SP0061,109,232200.0,0.0
CT0009211,DH000792,SP0117,63,33300.0,0.0
CT0009212,DH000792,SP0008,252,1274200.0,0.0
CT0009213,DH000792,SP0217,202,327800.0,0.0
CT0009214,DH000792,SP0162,256,172600.0,0.15
CT0009215,DH000792,SP0110,140,58600.0,0.0
CT0009216,DH000792,SP0192,329,655900.0,0.05
CT0009217,DH000792,SP0056,253,62600.0,0.05
CT0009218,DH004744,SP0034,12,210900.0,0.0
CT0009219,DH010987,SP0213,7,31000.0,0.0
CT0009220,DH010987,,2,52000.0,0.0
CT0009221,DH010987,SP0101,8,375000.0,0.15
CT0009222,DH007141,SP0070,221,154100.0,0.0
CT0009223,DH007141,SP0204,311,1135700.0,0.05
CT0009224,DH007141,SP0143,79,150500.0,0.0
CT0009225,DH007141,SP0190,214,44300.0,0.0
CT0009226,DH007141,SP0097,140,106000.0,0.05
CT0009227,DH007141,SP0053,202,249100.0,0.0
CT0009228,DH006327,SP0110,1,51000.0,0.0
CT0009229,DH006327,SP0171,7,26000.0,0.15
CT0009230,DH006327,SP0181,11,852000.0,0.05
CT0009231,DH009232,SP0175,289,20300.0,0.1
CT0009232,DH009232,SP0117,116,33300.0,0.0
CT0009233,DH009232,SP0086,182,260300.0,0.0
CT0009234,DH002327,SP0137,185,988800.0,0.0
CT0009235,DH002327,SP0161,236,141600.0,0.0
CT0009236,DH002327,SP0142,115,627900.0,0.0
CT0009237,DH008526,SP0132,8,493000.0,0.15
CT0009238,DH008526,SP0164,2,879000.0,0.05
CT0009239,DH008526,SP0121,4,228000.0,0.05
CT0009240,DH011887,SP0107,88,278000.0,0.0
CT0009241,DH011887,SP0015,331,109500.0,0.0
CT0009242,DH011887,SP0003,271,60200.0,0.1
CT0009243,DH011887,SP0063,364,81800.0,0.1
CT0009244,DH011887,SP0076,118,100100.0,0.1
CT0009245,DH009839,SP0008,86,1506300.0,0.1
CT0009246,DH009839,SP0216,270,84600.0,0.0
CT0009247,DH009839,SP0061,276,206100.0,0.15
CT0009248,DH009839,SP0096,227,49300.0,0.1
CT0009249,DH009839,SP0023,204,227100.0,0.0
CT0009250,DH009839,SP0123,170,239200.0,0.0
CT0009251,DH004373,SP0155,11,300000.0,0.0
CT0009252,DH004244,SP0069,7,82000.0,0.0
CT0009253,DH004244,SP0170,11,294000.0,0.15
CT0009254,DH009715,SP0164,4,690900.0,0.15
CT0009255,DH001266,SP0059,89,782000.0,0.0
CT0009256,DH001266,SP0205,319,488000.0,0.0
CT0009257,DH001266,SP0074,252,1255000.0,0.0
CT0009258,DH001266,,120,172000.0,0.0
CT0009259,DH001266,SP0028,264,200000.0,0.0
CT0009260,DH000831,SP0113,295,216000.0,0.0
CT0009261,DH000831,SP0144,79,231000.0,0.0
CT0009262,DH000831,SP0207,142,26000.0,0.1
CT0009263,DH000831,SP0174,79,855000.0,0.0
CT0009264,DH002588,SP0008,11,1434000.0,0.15
CT0009265,DH004985,SP0153,8,212000.0,0.0
CT0009266,DH008720,SP0020,9,111200.0,0.15
CT0009267,DH003995,SP0083,2,55800.0,0.0
CT0009268,DH003995,SP0163,4,229200.0,0.0
CT0009269,DH003995,SP0176,5,157700.0,0.0
CT0009270,DH002082,SP0203,228,1183000.0,0.1
CT0009271,DH002082,SP0198,158,23000.0,0.0
CT0009272,DH002082,SP0015,304,119000.0,0.05
CT0009273,DH002082,SP0213,250,31000.0,0.0
CT0009274,DH002082,SP0209,351,146000.0,0.15
CT0009275,DH011030,SP0125,200,331800.0,0.05
CT0009276,DH011030,SP0220,53,41600.0,0.15
CT0009277,DH011030,SP0197,328,856200.0,0.1
CT0009278,DH011030,SP0099,342,224500.0,0.0
CT0009279,DH007468,SP0196,9,172000.0,0.0
CT0009280,DH007468,SP0003,6,59000.0,0.15
CT0009281,DH009503,SP0183,71,193700.0,0.0
CT0009282,DH009503,SP0108,92,162500.0,0.0
CT0009283,DH009503,SP0075,235,155600.0,0.0
CT0009284,DH000498,SP0142,313,595000.0,0.15
CT0009285,DH000498,SP0187,300,258000.0,0.0
CT0009286,DH000498,SP0071,262,900000.0,0.0
CT0009287,DH000498,SP0006,282,1160000.0,0.0
CT0009288,DH009849,,10,42000.0,0.0
CT0009289,DH002701,SP0052,99,27900.0,0.0
CT0009290,DH002701,SP0133,134,288400.0,0.0
CT0009291,DH002701,,224,161300.0,0.0
CT0009292,DH002701,,323,155500.0,0.0
CT0009293,DH002701,SP0210,271,21500.0,0.0
CT0009294,DH011817,SP0028,8,200000.0,0.0
CT0009295,DH011817,SP0090,4,855000.0,0.0
CT0009296,DH004083,SP0182,389,150000.0,0.0
CT0009297,DH004083,SP0021,85,46000.0,0.05
CT0009298,DH004083,SP0018,284,1029000.0,0.1
CT0009299,DH004083,SP0064,242,216000.0,0.0
CT0009300,DH004083,SP0067,273,15000.0,0.05
CT0009301,DH004083,SP0076,180,112000.0,0.1
CT0009302,DH004083,SP0142,274,595000.0,0.0
CT0009303,DH004083,SP0211,166,265000.0,0.15
CT0009304,DH000415,SP0121,5,228000.0,0.1
CT0009305,DH000107,SP0218,192,193000.0,0.1
CT0009306,DH000107,SP0186,227,1126000.0,0.0
CT0009307,DH000107,SP0167,154,38000.0,0.0
CT0009308,DH000107,SP0158,291,185000.0,0.05
CT0009309,DH006479,SP0069,162,69400.0,0.05
CT0009310,DH006479,SP0084,85,174800.0,0.1
CT0009311,DH006479,SP0194,362,161800.0,0.0
CT0009312,DH006479,SP0104,329,1050100.0,0.0
CT0009313,DH006479,SP0131,208,32900.0,0.0
CT0009314,DH006479,SP0162,219,215800.0,0.1
CT0009315,DH006479,SP0218,275,200600.0,0.1
CT0009316,DH000358,SP0085,3,135000.0,0.0
CT0009317,DH000358,SP0145,5,189000.0,0.1
CT0009318,DH007540,SP0065,126,930000.0,0.0
CT0009319,DH007540,SP0066,202,572000.0,0.15
CT0009320,DH007540,SP0210,227,25000.0,0.1
CT0009321,DH007540,SP0206,129,48000.0,0.0
CT0009322,DH007540,SP0166,199,396000.0,0.1
CT0009323,DH007540,SP0199,158,165000.0,0.0
CT0009324,DH007540,SP0156,252,138000.0,0.15
CT0009325,DH007540,SP0158,292,185000.0,0.0
CT0009326,DH009084,SP9009,4,26000.0,0.0
CT0009327,DH009084,SP0044,10,1422000.0,0.05
CT0009328,DH009084,SP0208,3,145000.0,0.0
CT0009329,DH006876,SP0099,240,204300.0,0.05
CT0009330,DH006876,SP0211,66,293600.0,0.0
CT0009331,DH006876,SP0085,93,140300.0,0.1
CT0009332,DH006876,SP0176,153,142100.0,0.05
CT0009333,DH006876,SP0009,185,403900.0,0.1
CT0009334,DH006876,SP0168,67,21000.0,0.0
CT0009335,DH006876,SP0173,225,139300.0,0.0
CT0009336,DH006876,SP0039,250,17100.0,0.1
CT0009337,DH007486,SP0154,4,31000.0,0.05
CT0009338,DH007486,SP0139,12,257000.0,0.0
CT0009339,DH007486,SP0025,2,32000.0,0.0
CT0009340,DH003472,SP0073,11,135000.0,0.0
CT0009341,DH010794,SP0168,115,27000.0,0.0
CT0009342,DH010794,SP0165,269,30000.0,0.0
CT0009343,DH010794,SP0069,335,82000.0,0.15
CT0009344,DH010794,SP0071,101,900000.0,0.0
CT0009345,DH010794,SP0179,191,278000.0,0.05
CT0009346,DH010794,SP0202,101,478000.0,0.0
CT0009347,DH010794,SP0065,359,930000.0,0.15
CT0009348,DH002892,SP0145,8,189000.0,0.0
CT0009349,DH000460,SP0002,142,33000.0,0.15
CT0009350,DH000460,SP0146,304,134000.0,0.15
CT0009351,DH000460,SP0070,314,200000.0,0.0
CT0009352,DH009386,SP0091,154,64200.0,0.0
CT0009353,DH009386,SP0194,190,158400.0,0.0
CT0009354,DH009386,SP0135,151,988500.0,0.05
CT0009355,DH009386,SP0164,113,965200.0,0.15
CT0009356,DH009386,SP0034,342,211400.0,0.0
CT0009357,DH009386,SP0019,334,148900.0,0.0
CT0009358,DH011446,SP0137,11,1093000.0,0.1
CT0009359,DH009046,SP0134,9,197000.0,0.0
CT0009360,DH009046,,2,27000.0,0.0
CT0009361,DH009046,SP0121,5,228000.0,0.05
CT0009362,DH001385,,4,252000.0,0.1
CT0009363,DH001385,SP0041,7,1377000.0,0.0
CT0009364,DH000074,SP0202,318,478000.0,0.0
CT0009365,DH000074,SP0149,233,1399000.0,0.0
CT0009366,DH000074,SP0186,168,1126000.0,0.0
CT0009367,DH000074,SP0176,252,172000.0,0.1
CT0009368,DH000074,SP0049,85,237000.0,0.15
CT0009369,DH000074,,61,46000.0,0.15
CT0009370,DH003795,SP0052,68,38600.0,0.1
CT0009371,DH003795,SP0037,278,183800.0,0.1
CT0009372,DH003795,SP0119,292,268100.0,0.0
CT0009373,DH003795,SP0107,132,278000.0,0.05
CT0009374,DH003795,SP0183,369,138100.0,0.05
CT0009375,DH003795,SP0218,206,154800.0,0.0
CT0009376,DH005158,SP0025,1,32000.0,0.0
CT0009377,DH010598,SP0177,294,233500.0,0.0
CT0009378,DH010598,SP0208,363,109300.0,0.1
CT0009379,DH010598,SP0050,127,893300.0,0.0
CT0009380,DH010598,SP0201,161,1022300.0,0.1
CT0009381,DH010598,SP0117,130,35400.0,0.0
CT0009382,DH004792,SP0089,6,155600.0,0.1
CT0009383,DH004792,SP0171,5,23000.0,0.0
CT0009384,DH004792,SP0018,1,775000.0,0.05
CT0009385,DH004700,SP0210,108,25000.0,0.1
CT0009386,DH004700,SP0111,167,52000.0,0.1
CT0009387,DH004700,SP0218,322,193000.0,0.1
CT0009388,DH004700,SP0122,234,150000.0,0.0
CT0009389,DH004700,SP0035,91,1000000.0,0.1
CT0009390,DH011662,SP0037,1,202000.0,0.05
CT0009391,DH011662,SP0025,7,32000.0,0.15
CT0009392,DH011662,SP0194,1,188000.0,0.0
CT0009393,DH009924,SP0197,7,943000.0,0.1
CT0009394,DH009924,SP0148,8,47000.0,0.0
CT0009395,DH009924,SP0094,7,187000.0,0.0
CT0009396,DH008223,SP0058,8,41000.0,0.05
CT0009397,DH008223,SP0178,9,264000.0,0.1
CT0009398,DH003574,SP0105,5,219000.0,0.0
CT0009399,DH003574,SP0123,8,292000.0,0.0
CT0009400,DH003574,SP0184,14,293000.0,0.05
CT0009401,DH011294,SP9004,228,1075900.0,0.15
CT0009402,DH011294,SP0210,170,22200.0,0.0
CT0009403,DH011294,SP0125,396,229400.0,0.05
CT0009404,DH011294,SP0201,317,814600.0,0.0
CT0009405,DH011294,SP0002,103,27500.0,0.1
CT0009406,DH011294,SP0046,57,30500.0,0.0
CT0009407,DH011831,SP0030,2,950800.0,0.05
CT0009408,DH011831,SP0040,9,212700.0,0.0
CT0009409,DH000156,SP0099,4,254000.0,0.05
CT0009410,DH000156,SP0173,5,169000.0,0.0
CT0009411,DH000156,SP0134,4,197000.0,0.1
CT0009412,DH001085,SP0016,6,978000.0,0.0
CT0009413,DH001085,SP0168,7,27000.0,0.1
CT0009414,DH001085,SP0207,6,26000.0,0.15
CT0009415,DH002049,SP0075,1,176000.0,0.15
CT0009416,DH002049,SP0101,8,375000.0,0.1
CT0009417,DH002049,SP0211,11,265000.0,0.1
CT0009418,DH002519,SP0130,14,370700.0,0.0
CT0009419,DH002519,SP0155,4,340000.0,0.0
CT0009420,DH008913,SP0020,320,101100.0,0.0
CT0009421,DH008913,SP0172,342,898000.0,0.0
CT0009422,DH008913,SP0212,170,262200.0,0.0
CT0009423,DH008913,SP0209,92,134400.0,0.05
CT0009424,DH008913,SP0190,204,36700.0,0.0
CT0009425,DH008913,SP0059,124,864300.0,0.0
CT0009426,DH008913,SP9006,369,211500.0,0.15
CT0009427,DH003398,SP0200,6,450400.0,0.0
CT0009428,DH003398,SP0089,1,195700.0,0.0
CT0009429,DH003398,SP0107,6,278000.0,0.05
CT0009430,DH007541,SP0067,1,15000.0,0.0
CT0009431,DH005857,SP0197,190,943000.0,0.15
CT0009432,DH005857,SP0194,294,188000.0,0.15
CT0009433,DH005857,SP0167,234,38000.0,0.05
CT0009434,DH005857,SP0075,308,176000.0,0.0
CT0009435,DH005857,SP0025,265,32000.0,0.0
CT0009436,DH005857,SP0104,209,1251000.0,0.0
CT0009437,DH005857,SP0056,63,56000.0,0.0
CT0009438,DH005857,SP0024,132,104000.0,0.0
CT0009439,DH008681,SP0151,6,242000.0,0.05
CT0009440,DH008681,,6,274000.0,0.0
CT0009441,DH008984,SP0034,198,254400.0,0.15
CT0009442,DH008984,SP0192,181,448000.0,0.0
CT0009443,DH008984,SP0011,145,37500.0,0.15
CT0009444,DH008195,SP0007,251,262000.0,0.0
CT0009445,DH008195,SP0178,327,264000.0,0.0
CT0009446,DH008195,SP0213,235,31000.0,0.1
CT0009447,DH008195,SP0138,220,31000.0,0.1
CT0009448,DH008195,SP0197,89,943000.0,0.15
CT0009449,DH008195,SP0084,239,187000.0,0.0
CT0009450,DH008195,SP0108,222,172000.0,0.1
CT0009451,DH009773,,3,59000.0,0.0
CT0009452,DH009773,SP0113,4,216000.0,0.0
CT0009453,DH009773,SP0208,11,145000.0,0.0
CT0009454,DH006818,SP0005,11,274000.0,0.15
CT0009455,DH010467,SP0119,198,285000.0,0.05
CT0009456,DH010467,SP0038,346,1190000.0,0.05
CT0009457,DH010467,SP0039,107,19000.0,0.0
CT0009458,DH010467,SP9007,260,138000.0,0.0
CT0009459,DH010467,SP0214,277,50000.0,0.1
CT0009460,DH010467,SP0154,228,31000.0,0.05
CT0009461,DH003927,SP0023,8,168000.0,0.15
CT0009462,DH006196,SP0012,12,210000.0,0.0
CT0009463,DH009307,SP0083,226,60000.0,0.05
CT0009464,DH009307,SP0195,188,282000.0,0.0
CT0009465,DH009307,SP0070,201,200000.0,0.05
CT0009466,DH009307,,251,47000.0,0.1
CT0009467,DH009307,SP0018,112,1029000.0,0.0
CT0009468,DH009307,SP0183,108,170000.0,0.05
CT0009469,DH009307,SP0075,82,176000.0,0.15
CT0009470,DH010361,SP0219,9,82000.0,0.0
CT0009471,DH010361,SP0082,10,1015000.0,0.0
CT0009472,DH010361,SP0037,11,202000.0,0.05
CT0009473,DH000440,SP0016,323,978000.0,0.15
CT0009474,DH000440,SP0171,232,26000.0,0.15
CT0009475,DH000440,SP0150,343,228000.0,0.05
CT0009476,DH000440,SP0111,85,52000.0,0.0
CT0009477,DH000440,SP0130,90,331000.0,0.05
CT0009478,DH000440,SP0062,155,326000.0,0.1
CT0009479,DH009525,,2,40000.0,0.0
CT0009480,DH009525,SP0067,4,15000.0,0.0
CT0009481,DH009525,SP0119,8,285000.0,0.1
CT0009482,DH006931,SP0180,185,1328000.0,0.0
CT0009483,DH006931,SP0150,154,228000.0,0.1
CT0009484,DH006931,SP0181,330,852000.0,0.0
CT0009485,DH003450,SP0005,280,309200.0,0.0
CT0009486,DH003450,SP0216,373,109200.0,0.05
CT0009487,DH003450,SP0010,329,946000.0,0.0
CT0009488,DH003450,SP0078,375,165500.0,0.0
CT0009489,DH005787,SP0101,283,301200.0,0.1
CT0009490,DH005787,SP0146,364,108300.0,0.15
CT0009491,DH005787,SP0030,133,1030100.0,0.0
CT0009492,DH005787,SP0172,164,743500.0,0.1
CT0009493,DH005787,SP0086,339,206500.0,0.0
CT0009494,DH005787,SP0063,361,87900.0,0.1
CT0009495,DH005787,SP0192,212,593600.0,0.15
CT0009496,DH005787,SP0165,147,27700.0,0.0
CT0009497,DH000079,SP0001,7,38000.0,0.05
CT0009498,DH000079,SP0072,2,719000.0,0.0
CT0009499,DH003607,SP0009,340,521000.0,0.15
CT0009500,DH003607,SP0112,82,189000.0,0.1
CT0009501,DH003607,SP0176,186,172000.0,0.15
CT0009502,DH010929,SP0220,101,54000.0,0.15
CT0009503,DH010929,SP0018,106,1029000.0,0.1
CT0009504,DH010929,SP0203,274,1183000.0,0.1
CT0009505,DH010929,,216,112000.0,0.0
CT0009506,DH010929,SP0024,124,104000.0,0.05
CT0009507,DH010929,SP0136,178,1019000.0,0.0
CT0009508,DH010929,SP9001,170,340000.0,0.0
CT0009509,DH008975,SP0172,82,624600.0,0.1
CT0009510,DH008975,,232,117500.0,0.1
CT0009511,DH008975,SP0142,170,467200.0,0.0
CT0009512,DH001607,SP0209,10,146000.0,0.0
CT0009513,DH001066,SP0052,92,29200.0,0.15
CT0009514,DH001066,SP0099,272,259200.0,0.15
CT0009515,DH001066,SP0166,179,342100.0,0.0
CT0009516,DH001066,SP0020,400,112100.0,0.1
CT0009517,DH001066,SP0046,296,28000.0,0.1
CT0009518,DH001066,SP0087,301,254600.0,0.0
CT0009519,DH001066,SP0017,83,38600.0,0.0
CT0009520,DH001066,SP0073,89,104600.0,0.0
CT0009521,DH002753,SP0041,251,1560700.0,0.0
CT0009522,DH002753,SP0018,302,869900.0,0.0
CT0009523,DH002753,SP0040,255,200100.0,0.05
CT0009524,DH002753,,102,47300.0,0.0
CT0009525,DH002753,SP0204,73,1327400.0,0.15
CT0009526,DH002753,SP0168,148,23500.0,0.0
CT0009527,DH002753,SP0203,304,999500.0,0.0
CT0009528,DH002753,SP0161,270,114000.0,0.0
CT0009529,DH000344,SP0151,8,242000.0,0.05
CT0009530,DH000344,SP0114,5,109000.0,0.05
CT0009531,DH000344,SP0155,11,300000.0,0.0
CT0009532,DH001346,SP0190,5,39000.0,0.15
CT0009533,DH001346,SP0191,2,47000.0,0.0
CT0009534,DH001672,SP0152,8,181100.0,0.0
CT0009535,DH001672,SP0220,1,50200.0,0.05
CT0009536,DH001672,SP0079,3,24000.0,0.0
CT0009537,DH001910,SP0070,249,200000.0,0.0
CT0009538,DH001910,SP0191,227,47000.0,0.0
CT0009539,DH001910,SP0002,99,33000.0,0.0
CT0009540,DH001910,SP0050,348,786000.0,0.0
CT0009541,DH001910,SP0127,289,37000.0,0.1
CT0009542,DH001910,SP0099,226,254000.0,0.0
CT0009543,DH001910,SP0068,237,48000.0,0.0
CT0009544,DH009142,SP0040,4,258000.0,0.0
CT0009545,DH009142,SP0183,8,170000.0,0.0
CT0009546,DH007820,SP0181,4,852000.0,0.0
CT0009547,DH007820,SP0066,11,572000.0,0.0
CT0009548,DH007820,SP0208,3,145000.0,0.0
CT0009549,DH002648,SP0061,298,251000.0,0.0
CT0009550,DH002648,SP0193,109,150000.0,0.0
CT0009551,DH002648,SP0101,330,375000.0,0.0
CT0009552,DH008058,SP0199,132,165000.0,0.15
CT0009553,DH008058,SP0111,104,52000.0,0.0
CT0009554,DH008058,SP0220,139,54000.0,0.05
CT0009555,DH008058,SP0028,94,200000.0,0.15
CT0009556,DH008058,SP0061,350,251000.0,0.0
CT0009557,DH008058,SP9009,104,297000.0,0.0
CT0009558,DH008058,SP0189,101,164000.0,0.15
CT0009559,DH000678,SP0180,204,1417700.0,0.15
CT0009560,DH000678,SP0063,282,116900.0,0.1
CT0009561,DH000678,SP0127,63,38600.0,0.1
CT0009562,DH000678,SP0036,120,240600.0,0.15
CT0009563,DH000678,SP0053,396,262000.0,0.0
CT0009564,DH000678,SP0179,364,319300.0,0.0
CT0009565,DH000678,SP0213,239,28400.0,0.0
CT0009566,DH000678,SP0108,294,189000.0,0.15
CT0009567,DH001029,SP0190,3,39000.0,0.0
CT0009568,DH002201,SP9010,3,125000.0,0.1
CT0009569,DH007993,SP0008,215,1434000.0,0.05
CT0009570,DH007993,SP0147,249,93000.0,0.1
CT0009571,DH007993,SP0141,140,103000.0,0.0
CT0009572,DH007993,SP0056,102,56000.0,0.0
CT0009573,DH007993,SP0170,274,294000.0,0.15
CT0009574,DH007993,SP0188,351,191000.0,0.0
CT0009575,DH007993,SP0013,122,136000.0,0.1
CT0009576,DH002812,SP0155,351,300000.0,0.0
CT0009577,DH002812,SP0022,109,1403000.0,0.0
CT0009578,DH002812,SP0162,336,196000.0,0.1
CT0009579,DH002812,SP0166,107,396000.0,0.1
CT0009580,DH002812,SP0156,242,138000.0,0.05
CT0009581,DH002812,SP0144,272,231000.0,0.15
CT0009582,DH002812,SP0208,320,145000.0,0.1
CT0009583,DH002812,SP0109,254,1045000.0,0.0
CT0009584,DH011407,SP0031,4,52000.0,0.0
CT0009585,DH011407,SP0069,12,82000.0,0.05
CT0009586,DH011407,SP0061,4,251000.0,0.1
CT0009587,DH007518,SP0095,12,117000.0,0.15
CT0009588,DH000083,SP0003,218,59000.0,0.1
CT0009589,DH000083,SP0093,193,1218000.0,0.1
CT0009590,DH000083,SP0139,80,257000.0,0.05
CT0009591,DH000083,SP0135,185,1123000.0,0.1
CT0009592,DH000083,SP9003,238,165000.0,0.1
CT0009593,DH000083,SP0116,76,714000.0,0.0
CT0009594,DH000083,SP0125,163,289000.0,0.0
CT0009595,DH010577,SP0067,289,15000.0,0.1
CT0009596,DH010577,SP0070,231,200000.0,0.15
CT0009597,DH010577,SP0041,254,1377000.0,0.15
CT0009598,DH010577,SP0052,147,37000.0,0.0
CT0009599,DH010577,SP0168,181,27000.0,0.0
CT0009600,DH010577,SP0089,71,207000.0,0.15
CT0009601,DH011347,SP0200,10,523000.0,0.0
CT0009602,DH011347,SP0150,4,228000.0,0.1
CT0009603,DH011347,SP0048,1,54000.0,0.05
CT0009604,DH010656,SP0066,344,572000.0,0.15
CT0009605,DH010656,SP0038,140,1190000.0,0.1
CT0009606,DH010656,SP0204,239,1413000.0,0.1
CT0009607,DH010656,SP0213,59,31000.0,0.0
CT0009608,DH010656,SP0040,171,258000.0,0.05
CT0009609,DH002529,SP0139,12,257000.0,0.0
CT0009610,DH002529,SP0148,7,47000.0,0.0
CT0009611,DH011297,SP0173,306,169000.0,0.1
